00FR               20251118                                                                                   
0601FRB3Y       20260101008040100000005000 0300000000002998   
0601FRB3Y       20260101008045100000005000 0300000000002998   
0601FRB3Y       20260101008050100000005000 0300000000002998   
0601FRB3Y       20260101008055100000005000 0300000000002999   
0601FRB3Y       20260101008060100000005000 0300000000002999   
0601FRB3Y       20260101008065100000005000 0300000000002999   
0601FRB3Y       20260101008070100000005000 0300000000002999   
0601FRB3Y       20260101008075100000005000 0300000000002999   
0601FRB3Y       20260101008080100000005000 0300000000002999   
0601FRB3Y       20260101008085100000005000 0300000000003000   
0601FRB3Y       20260101008090100000005000 0300000000003000   
0601FRB3Y       20260101008095100000005000 0300000000003000   
0601FRB3Y       20260101008100100000005000 0300000000003000   
0601FRB3Y       20260101008105100000005000 0300000000003001   
0601FRB3Y       20260101008110100000005000 0300000000003001   
0601FRB3Y       20260101008115100000005000 0300000000003001   
0601FRB3Y       20260101008120100000005000 0300000000003001   
0601FRB3Y       20260101008125100000005000 0300000000003001   
0601FRB3Y       20260101008130100000005000 0300000000003002   
0601FRB3Y       20260101008135100000005000 0300000000003002   
0601FRB3Y       20260101008140100000005000 0300000000003002   
0601FRB3Y       20260101008145100000005000 0300000000003002   
0601FRB3Y       20260101008150100000005000 0300000000003002   
0601FRB3Y       20260101008155100000005000 0300000000003003   
0601FRB3Y       20260101008160100000005000 0300000000003003   
0601FRB3Y       20260101008165100000005000 0300000000003003   
0601FRB3Y       20260101008170100000005000 0300000000003003   
0601FRB3Y       20260101008175100000005000 0300000000003003   
0601FRB3Y       20260101008180100000005000 0300000000003004   
0601FRB3Y       20260101008185100000005000 0300000000003004   
0601FRB3Y       20260101008190100000005000 0300000000003004   
0601FRB3Y       20260101008195100000005000 0300000000003004   
0601FRB3Y       20260101008200100000005000 0300000000003004   
0601FRB3Y       20260101008205100000005000 0300000000003005   
0601FRB3Y       20260101008210100000005000 0300000000003005   
0601FRB3Y       20260101008215100000005000 0300000000003005   
0601FRB3Y       20260101008220100000005000 0300000000003005   
0601FRB3Y       20260101008225100000005000 0300000000003005   
0601FRB3Y       20260101008230100000005000 0300000000003006   
0601FRB3Y       20260101008235100000005000 0300000000003006   
0601FRB3Y       20260101008240100000005000 0300000000003006   
0601FRB3Y       20260101008245100000005000 0300000000003006   
0601FRB3Y       20260101008250100000005000 0300000000003006   
0601FRB3Y       20260101008255100000005000 0300000000003007   
0601FRB3Y       20260101008260100000005000 0300000000003007   
0601FRB3Y       20260101008265100000005000 0300000000003007   
0601FRB3Y       20260101008270100000005000 0300000000003007   
0601FRB3Y       20260101008275100000005000 0300000000003007   
0601FRB3Y       20260101008280100000005000 0300000000003007   
0601FRB3Y       20260101008285100000005000 0300000000003008   
0601FRB3Y       20260101008290100000005000 0300000000003008   
0601FRB3Y       20260101008295100000005000 0300000000003008   
0601FRB3Y       20260101008300100000005000 0300000000003008   
0601FRB3Y       20260101008305100000005000 0300000000003008   
0601FRB3Y       20260101008310100000005000 0300000000003009   
0601FRB3Y       20260101008315100000005000 0300000000003009   
0601FRB3Y       20260101008320100000005000 0300000000003009   
0601FRB3Y       20260101008325100000005000 0300000000003009   
0601FRB3Y       20260101008330100000005000 0300000000003009   
0601FRB3Y       20260101008335100000005000 0300000000003009   
0601FRB3Y       20260101008340100000005000 0300000000003010   
0601FRB3Y       20260101008345100000005000 0300000000003010   
0601FRB3Y       20260101008350100000005000 0300000000003010   
0601FRB3Y       20260101008355100000005000 0300000000003010   
0601FRB3Y       20260101008360100000005000 0300000000003011   
0601FRB3Y       20260101008365100000005000 0300000000003011   
0601FRB3Y       20260101008370100000005000 0300000000003011   
0601FRB3Y       20260101008375100000005000 0300000000003011   
0601FRB3Y       20260101008380100000005000 0300000000003011   
0601FRB3Y       20260101008385100000005000 0300000000003011   
0601FRB3Y       20260101008390100000005000 0300000000003012   
0601FRB3Y       20260101008395100000005000 0300000000003012   
0601FRB3Y       20260101008400100000005000 0300000000003012   
0601FRB3Y       20260101008405100000005000 0300000000003012   
0601FRB3Y       20260101008410100000005000 0300000000003012   
0601FRB3Y       20260101008415100000005000 0300000000003012   
0601FRB3Y       20260101008420100000005000 0300000000003013   
0601FRB3Y       20260101008425100000005000 0300000000003013   
0601FRB3Y       20260101008430100000005000 0300000000003013   
0601FRB3Y       20260101008435100000005000 0300000000003013   
0601FRB3Y       20260101008440100000005000 0300000000003014   
0601FRB3Y       20260101008445100000005000 0300000000003014   
0601FRB3Y       20260101008450100000005000 0300000000003014   
0601FRB3Y       20260101008455100000005000 0300000000003014   
0601FRB3Y       20260101008460100000005000 0300000000003014   
0601FRB3Y       20260101008465100000005000 0300000000003014   
0601FRB3Y       20260101008470100000005000 0300000000003015   
0601FRB3Y       20260101008475100000005000 0300000000003015   
0601FRB3Y       20260101008480100000005000 0300000000003015   
0601FRB3Y       20260101008485100000005000 0300000000003015   
0601FRB3Y       20260101008490100000005000 0300000000003015   
0601FRB3Y       20260101008495100000005000 0300000000003016   
0601FRB3Y       20260101008500100000005000 0300000000003016   
0601FRB3Y       20260101008505100000005000 0300000000003016   
0601FRB3Y       20260101008510100000005000 0300000000003016   
0601FRB3Y       20260101008515100000005000 0300000000003016   
0601FRB3Y       20260101008520100000005000 0300000000003016   
0601FRB3Y       20260101008525100000005000 0300000000003016   
0601FRB3Y       20260101008530100000005000 0300000000003017   
0601FRB3Y       20260101008535100000005000 0300000000003017   
0601FRB3Y       20260101008540100000005000 0300000000003017   
0601FRB3Y       20260101008545100000005000 0300000000003017   
0601FRB3Y       20260101008550100000005000 0300000000003017   
0601FRB3Y       20260101008555100000005000 0300000000003018   
0601FRB3Y       20260101008560100000005000 0300000000003018   
0601FRB3Y       20260101008565100000005000 0300000000003018   
0601FRB3Y       20260101008570100000005000 0300000000003018   
0601FRB3Y       20260101008575100000005000 0300000000003018   
0601FRB3Y       20260101008580100000005000 0300000000003019   
0601FRB3Y       20260101008585100000005000 0300000000003019   
0601FRB3Y       20260101008590100000005000 0300000000003019   
0601FRB3Y       20260101008595100000005000 0300000000003019   
0601FRB3Y       20260101008600100000005000 0300000000003019   
0601FRB3Y       20260101008605100000005000 0300000000003019   
0601FRB3Y       20260101008610100000005000 0300000000003020   
0601FRB3Y       20260101008615100000005000 0300000000003020   
0601FRB3Y       20260101008620100000005000 0300000000003020   
0601FRB3Y       20260101008625100000005000 0300000000003020   
0601FRB3Y       20260101008630100000005000 0300000000003020   
0601FRB3Y       20260101008635100000005000 0300000000003021   
0601FRB3Y       20260101008640100000005000 0300000000003021   
0601FRB3Y       20260101008645100000005000 0300000000003021   
0601FRB3Y       20260101008650100000005000 0300000000003021   
0601FRB3Y       20260101008655100000005000 0300000000003021   
0601FRB3Y       20260101008660100000005000 0300000000003021   
0601FRB3Y       20260101008665100000005000 0300000000003022   
0601FRB3Y       20260101008670100000005000 0300000000003022   
0601FRB3Y       20260101008675100000005000 0300000000003022   
0601FRB3Y       20260101008680100000005000 0300000000003022   
0601FRB3Y       20260101008685100000005000 0300000000003022   
0601FRB3Y       20260101008690100000005000 0300000000003022   
0601FRB3Y       20260101008695100000005000 0300000000003023   
0601FRB3Y       20260101008700100000005000 0300000000003023   
0601FRB3Y       20260101008705100000005000 0300000000003023   
0601FRB3Y       20260101008710100000005000 0300000000003023   
0601FRB3Y       20260101008715100000005000 0300000000003023   
0601FRB3Y       20260101008720100000005000 0300000000003024   
0601FRB3Y       20260101008725100000005000 0300000000003024   
0601FRB3Y       20260101008730100000005000 0300000000003024   
0601FRB3Y       20260101008735100000005000 0300000000003024   
0601FRB3Y       20260101008740100000005000 0300000000003024   
0601FRB3Y       20260101008745100000005000 0300000000003024   
0601FRB3Y       20260101008750100000005000 0300000000003025   
0601FRB3Y       20260101008755100000005000 0300000000003025   
0601FRB3Y       20260101008760100000005000 0300000000003025   
0601FRB3Y       20260101008765100000005000 0300000000003025   
0601FRB3Y       20260101008770100000005000 0300000000003025   
0601FRB3Y       20260101008775100000005000 0300000000003025   
0601FRB3Y       20260101008780100000005000 0300000000003026   
0601FRB3Y       20260101008785100000005000 0300000000003026   
0601FRB3Y       20260101008790100000005000 0300000000003026   
0601FRB3Y       20260101008795100000005000 0300000000003026   
0601FRB3Y       20260101008800100000005000 0300000000003026   
0601FRB3Y       20260101008805100000005000 0300000000003026   
0601FRB3Y       20260101008810100000005000 0300000000003027   
0601FRB3Y       20260101008815100000005000 0300000000003027   
0601FRB3Y       20260101008820100000005000 0300000000003027   
0601FRB3Y       20260101008825100000005000 0300000000003027   
0601FRB3Y       20260101008830100000005000 0300000000003027   
0601FRB3Y       20260101008835100000005000 0300000000003028   
0601FRB3Y       20260101008840100000005000 0300000000003028   
0601FRB3Y       20260101008845100000005000 0300000000003028   
0601FRB3Y       20260101008850100000005000 0300000000003028   
0601FRB3Y       20260101008855100000005000 0300000000003028   
0601FRB3Y       20260101008860100000005000 0300000000003028   
0601FRB3Y       20260101008865100000005000 0300000000003028   
0601FRB3Y       20260101008870100000005000 0300000000003029   
0601FRB3Y       20260101008875100000005000 0300000000003029   
0601FRB3Y       20260101008880100000005000 0300000000003029   
0601FRB3Y       20260101008885100000005000 0300000000003029   
0601FRB3Y       20260101008890100000005000 0300000000003029   
0601FRB3Y       20260101008895100000005000 0300000000003029   
0601FRB3Y       20260101008900100000005000 0300000000003030   
0601FRB3Y       20260101008905100000005000 0300000000003030   
0601FRB3Y       20260101008910100000005000 0300000000003030   
0601FRB3Y       20260101008915100000005000 0300000000003030   
0601FRB3Y       20260101008920100000005000 0300000000003030   
0601FRB3Y       20260101008925100000005000 0300000000003030   
0601FRB3Y       20260101008930100000005000 0300000000003031   
0601FRB3Y       20260101008935100000005000 0300000000003031   
0601FRB3Y       20260101008940100000005000 0300000000003031   
0601FRB3Y       20260101008945100000005000 0300000000003031   
0601FRB3Y       20260101008950100000005000 0300000000003031   
0601FRB3Y       20260101008955100000005000 0300000000003032   
0601FRB3Y       20260101008960100000005000 0300000000003032   
0601FRB3Y       20260101008965100000005000 0300000000003032   
0601FRB3Y       20260101008970100000005000 0300000000003032   
0601FRB3Y       20260101008975100000005000 0300000000003032   
0601FRB3Y       20260101008980100000005000 0300000000003032   
0601FRB3Y       20260101008985100000005000 0300000000003032   
0601FRB3Y       20260101008990100000005000 0300000000003033   
0601FRB3Y       20260101008995100000005000 0300000000003033   
0601FRB3Y       20260101009000100000005000 0300000000003033   
0601FRB3Y       20260101009005100000005000 0300000000003033   
0601FRB3Y       20260101009010100000005000 0300000000003033   
0601FRB3Y       20260101009015100000005000 0300000000003033   
0601FRB3Y       20260101009020100000005000 0300000000003033   
0601FRB3Y       20260101009025100000005000 0300000000003034   
0601FRB3Y       20260101009030100000005000 0300000000003034   
0601FRB3Y       20260101009035100000005000 0300000000003034   
0601FRB3Y       20260101009040100000005000 0300000000003034   
0601FRB3Y       20260101009045100000005000 0300000000003034   
0601FRB3Y       20260101009050100000005000 0300000000003035   
0601FRB3Y       20260101009055100000005000 0300000000003035   
0601FRB3Y       20260101009060100000005000 0300000000003035   
0601FRB3Y       20260101009065100000005000 0300000000003035   
0601FRB3Y       20260101009070100000005000 0300000000003035   
0601FRB3Y       20260101009075100000005000 0300000000003035   
0601FRB3Y       20260101009080100000005000 0300000000003035   
0601FRB3Y       20260101009085100000005000 0300000000003036   
0601FRB3Y       20260101009090100000005000 0300000000003036   
0601FRB3Y       20260101009095100000005000 0300000000003036   
0601FRB3Y       20260101009100100000005000 0300000000003036   
0601FRB3Y       20260101009105100000005000 0300000000003036   
0601FRB3Y       20260101009110100000005000 0300000000003037   
0601FRB3Y       20260101009115100000005000 0300000000003037   
0601FRB3Y       20260101009120100000005000 0300000000003037   
0601FRB3Y       20260101009125100000005000 0300000000003037   
0601FRB3Y       20260101009130100000005000 0300000000003037   
0601FRB3Y       20260101009135100000005000 0300000000003037   
0601FRB3Y       20260101009140100000005000 0300000000003037   
0601FRB3Y       20260101009145100000005000 0300000000003038   
0601FRB3Y       20260101009150100000005000 0300000000003038   
0601FRB3Y       20260101009155100000005000 0300000000003038   
0601FRB3Y       20260101009160100000005000 0300000000003038   
0601FRB3Y       20260101009165100000005000 0300000000003038   
0601FRB3Y       20260101009170100000005000 0300000000003038   
0601FRB3Y       20260101009175100000005000 0300000000003038   
0601FRB3Y       20260101009180100000005000 0300000000003039   
0601FRB3Y       20260101009185100000005000 0300000000003039   
0601FRB3Y       20260101009190100000005000 0300000000003039   
0601FRB3Y       20260101009195100000005000 0300000000003039   
0601FRB3Y       20260101009200100000005000 0300000000003039   
0601FRB3Y       20260101009205100000005000 0300000000003039   
0601FRB3Y       20260101009210100000005000 0300000000003039   
0601FRB3Y       20260101009215100000005000 0300000000003040   
0601FRB3Y       20260101009220100000005000 0300000000003040   
0601FRB3Y       20260101009225100000005000 0300000000003040   
0601FRB3Y       20260101009230100000005000 0300000000003040   
0601FRB3Y       20260101009235100000005000 0300000000003040   
0601FRB3Y       20260101009240100000005000 0300000000003040   
0601FRB3Y       20260101009245100000005000 0300000000003041   
0601FRB3Y       20260101009250100000005000 0300000000003041   
0601FRB3Y       20260101009255100000005000 0300000000003041   
0601FRB3Y       20260101009260100000005000 0300000000003041   
0601FRB3Y       20260101009265100000005000 0300000000003041   
0601FRB3Y       20260101009270100000005000 0300000000003041   
0601FRB3Y       20260101009275100000005000 0300000000003041   
0601FRB3Y       20260101009280100000005000 0300000000003042   
0601FRB3Y       20260101009285100000005000 0300000000003042   
0601FRB3Y       20260101009290100000005000 0300000000003042   
0601FRB3Y       20260101009295100000005000 0300000000003042   
0601FRB3Y       20260101009300100000005000 0300000000003042   
0601FRB3Y       20260101009305100000005000 0300000000003042   
0601FRB3Y       20260101009310100000005000 0300000000003042   
0601FRB3Y       20260101009315100000005000 0300000000003042   
0601FRB3Y       20260101009320100000005000 0300000000003042   
0601FRB3Y       20260101009325100000005000 0300000000003042   
0601FRB3Y       20260101009330100000005000 0300000000003042   
0601FRB3Y       20260101009335100000005000 0300000000003043   
0601FRB3Y       20260101009340100000005000 0300000000003043   
0601FRB3Y       20260101009345100000005000 0300000000003043   
0601FRB3Y       20260101009350100000005000 0300000000003043   
0601FRB3Y       20260101009355100000005000 0300000000003043   
0601FRB3Y       20260101009360100000005000 0300000000003043   
0601FRB3Y       20260101009365100000005000 0300000000003043   
0601FRB3Y       20260101009370100000005000 0300000000003043   
0601FRB3Y       20260101009375100000005000 0300000000003043   
0601FRB3Y       20260101009380100000005000 0300000000003043   
0601FRB3Y       20260101009385100000005000 0300000000003043   
0601FRB3Y       20260101009390100000005000 0300000000003043   
0601FRB3Y       20260101009395100000005000 0300000000003043   
0601FRB3Y       20260101009400100000005000 0300000000003044   
0601FRB3Y       20260101009405100000005000 0300000000003044   
0601FRB3Y       20260101009410100000005000 0300000000003044   
0601FRB3Y       20260101009415100000005000 0300000000003044   
0601FRB3Y       20260101009420100000005000 0300000000003044   
0601FRB3Y       20260101009425100000005000 0300000000003044   
0601FRB3Y       20260101009430100000005000 0300000000003044   
0601FRB3Y       20260101009435100000005000 0300000000003044   
0601FRB3Y       20260101009440100000005000 0300000000003044   
0601FRB3Y       20260101009445100000005000 0300000000003044   
0601FRB3Y       20260101009450100000005000 0300000000003044   
0601FRB3Y       20260101009455100000005000 0300000000003044   
0601FRB3Y       20260101009460100000005000 0300000000003044   
0601FRB3Y       20260101009465100000005000 0300000000003045   
0601FRB3Y       20260101009470100000005000 0300000000003045   
0601FRB3Y       20260101009475100000005000 0300000000003045   
0601FRB3Y       20260101009480100000005000 0300000000003045   
0601FRB3Y       20260101009485100000005000 0300000000003045   
0601FRB3Y       20260101009490100000005000 0300000000003045   
0601FRB3Y       20260101009495100000005000 0300000000003045   
0601FRB3Y       20260101009500100000005000 0300000000003045   
0601FRB3Y       20260101009505100000005000 0300000000003045   
0601FRB3Y       20260101009510100000005000 0300000000003045   
0601FRB3Y       20260101009515100000005000 0300000000003045   
0601FRB3Y       20260101009520100000005000 0300000000003046   
0601FRB3Y       20260101009525100000005000 0300000000003045   
0601FRB3Y       20260101009530100000005000 0300000000003046   
0601FRB3Y       20260101009535100000005000 0300000000003046   
0601FRB3Y       20260101009540100000005000 0300000000003046   
0601FRB3Y       20260101009545100000005000 0300000000003046   
0601FRB3Y       20260101009550100000005000 0300000000003046   
0601FRB3Y       20260101009555100000005000 0300000000003046   
0601FRB3Y       20260101009560100000005000 0300000000003046   
0601FRB3Y       20260101009565100000005000 0300000000003046   
0601FRB3Y       20260101009570100000005000 0300000000003046   
0601FRB3Y       20260101009575100000005000 0300000000003046   
0601FRB3Y       20260101009580100000005000 0300000000003046   
0601FRB3Y       20260101009585100000005000 0300000000003046   
0601FRB3Y       20260101009590100000005000 0300000000003047   
0601FRB3Y       20260101009595100000005000 0300000000003047   
0601FRB3Y       20260101009600100000005000 0300000000003047   
0601FRB3Y       20260101009605100000005000 0300000000003047   
0601FRB3Y       20260101009610100000005000 0300000000003047   
0601FRB3Y       20260101009615100000005000 0300000000003047   
0601FRB3Y       20260101009620100000005000 0300000000003047   
0601FRB3Y       20260101009625100000005000 0300000000003047   
0601FRB3Y       20260101009630100000005000 0300000000003047   
0601FRB3Y       20260101009635100000005000 0300000000003047   
0601FRB3Y       20260101009640100000005000 0300000000003047   
0601FRB3Y       20260101009645100000005000 0300000000003047   
0601FRB3Y       20260101009650100000005000 0300000000003047   
0601FRB3Y       20260101009655100000005000 0300000000003047   
0601FRB3Y       20260101009660100000005000 0300000000003048   
0601FRB3Y       20260101009665100000005000 0300000000003048   
0601FRB3Y       20260101009670100000005000 0300000000003048   
0601FRB3Y       20260101009675100000005000 0300000000003048   
0601FRB3Y       20260101009680100000005000 0300000000003048   
0601FRB3Y       20260101009685100000005000 0300000000003048   
0601FRB3Y       20260101009690100000005000 0300000000003048   
0601FRB3Y       20260101009695100000005000 0300000000003048   
0601FRB3Y       20260101009700100000005000 0300000000003048   
0601FRB3Y       20260101009705100000005000 0300000000003048   
0601FRB3Y       20260101009710100000005000 0300000000003048   
0601FRB3Y       20260101009715100000005000 0300000000003048   
0601FRB3Y       20260101009720100000005000 0300000000003048   
0601FRB3Y       20260101009725100000005000 0300000000003049   
0601FRB3Y       20260101009730100000005000 0300000000003049   
0601FRB3Y       20260101009735100000005000 0300000000003049   
0601FRB3Y       20260101009740100000005000 0300000000003049   
0601FRB3Y       20260101009745100000005000 0300000000003049   
0601FRB3Y       20260101009750100000005000 0300000000003049   
0601FRB3Y       20260101009755100000005000 0300000000003049   
0601FRB3Y       20260101009760100000005000 0300000000003049   
0601FRB3Y       20260101009765100000005000 0300000000003049   
0601FRB3Y       20260101009770100000005000 0300000000003049   
0601FRB3Y       20260101009775100000005000 0300000000003049   
0601FRB3Y       20260101009780100000005000 0300000000003049   
0601FRB3Y       20260101009785100000005000 0300000000003049   
0601FRB3Y       20260101009790100000005000 0300000000003049   
0601FRB3Y       20260101009795100000005000 0300000000003050   
0601FRB3Y       20260101009800100000005000 0300000000003050   
0601FRB3Y       20260101009805100000005000 0300000000003050   
0601FRB3Y       20260101009810100000005000 0300000000003050   
0601FRB3Y       20260101009815100000005000 0300000000003050   
0601FRB3Y       20260101009820100000005000 0300000000003050   
0601FRB3Y       20260101009825100000005000 0300000000003050   
0601FRB3Y       20260101009830100000005000 0300000000003050   
0601FRB3Y       20260101009835100000005000 0300000000003050   
0601FRB3Y       20260101009840100000005000 0300000000003050   
0601FRB3Y       20260101009845100000005000 0300000000003050   
0601FRB3Y       20260101009850100000005000 0300000000003050   
0601FRB3Y       20260101009855100000005000 0300000000003050   
0601FRB3Y       20260101009860100000005000 0300000000003050   
0601FRB3Y       20260101009865100000005000 0300000000003051   
0601FRB3Y       20260101009870100000005000 0300000000003051   
0601FRB3Y       20260101009875100000005000 0300000000003051   
0601FRB3Y       20260101009880100000005000 0300000000003051   
0601FRB3Y       20260101009885100000005000 0300000000003051   
0601FRB3Y       20260101009890100000005000 0300000000003051   
0601FRB3Y       20260101009895100000005000 0300000000003051   
0601FRB3Y       20260101009900100000005000 0300000000003051   
0601FRB3Y       20260101009905100000005000 0300000000003051   
0601FRB3Y       20260101009910100000005000 0300000000003051   
0601FRB3Y       20260101009915100000005000 0300000000003051   
0601FRB3Y       20260101009920100000005000 0300000000003051   
0601FRB3Y       20260101009925100000005000 0300000000003051   
0601FRB3Y       20260101009930100000005000 0300000000003052   
0601FRB3Y       20260101009935100000005000 0300000000003052   
0601FRB3Y       20260101009940100000005000 0300000000003052   
0601FRB3Y       20260101009945100000005000 0300000000003052   
0601FRB3Y       20260101009950100000005000 0300000000003052   
0601FRB3Y       20260101009955100000005000 0300000000003052   
0601FRB3Y       20260101009960100000005000 0300000000003052   
0601FRB3Y       20260101009965100000005000 0300000000003052   
0601FRB3Y       20260101009970100000005000 0300000000003052   
0601FRB3Y       20260101009975100000005000 0300000000003052   
0601FRB3Y       20260101009980100000005000 0300000000003052   
0601FRB3Y       20260101009985100000005000 0300000000003052   
0601FRB3Y       20260101009990100000005000 0300000000003052   
0601FRB3Y       20260101009995100000005000 0300000000003052   
0601FRB4Y       20260101000000100000005000 0400000000000000   
0601FRB4Y       20260101000005100000005000 0400000000000000   
0601FRB4Y       20260101000010100000005000 0400000000000000   
0601FRB4Y       20260101000015100000005000 0400000000000000   
0601FRB4Y       20260101000020100000005000 0400000000000000   
0601FRB4Y       20260101000025100000005000 0400000000000000   
0601FRB4Y       20260101000030100000005000 0400000000000000   
0601FRB4Y       20260101000035100000005000 0400000000000000   
0601FRB4Y       20260101000040100000005000 0400000000000000   
0601FRB4Y       20260101000045100000005000 0400000000000000   
0601FRB4Y       20260101000050100000005000 0400000000000000   
0601FRB4Y       20260101000055100000005000 0400000000000000   
0601FRB4Y       20260101000060100000005000 0400000000000000   
0601FRB4Y       20260101000065100000005000 0400000000000000   
0601FRB4Y       20260101000070100000005000 0400000000000000   
0601FRB4Y       20260101000075100000005000 0400000000000000   
0601FRB4Y       20260101000080100000005000 0400000000000000   
0601FRB4Y       20260101000085100000005000 0400000000000000   
0601FRB4Y       20260101000090100000005000 0400000000000000   
0601FRB4Y       20260101000095100000005000 0400000000000000   
0601FRB4Y       20260101000100100000005000 0400000000000000   
0601FRB4Y       20260101000105100000005000 0400000000000000   
0601FRB4Y       20260101000110100000005000 0400000000000000   
0601FRB4Y       20260101000115100000005000 0400000000000000   
0601FRB4Y       20260101000120100000005000 0400000000000000   
0601FRB4Y       20260101000125100000005000 0400000000000000   
0601FRB4Y       20260101000130100000005000 0400000000000000   
0601FRB4Y       20260101000135100000005000 0400000000000000   
0601FRB4Y       20260101000140100000005000 0400000000000000   
0601FRB4Y       20260101000145100000005000 0400000000000000   
0601FRB4Y       20260101000150100000005000 0400000000000000   
0601FRB4Y       20260101000155100000005000 0400000000000000   
0601FRB4Y       20260101000160100000005000 0400000000000000   
0601FRB4Y       20260101000165100000005000 0400000000000000   
0601FRB4Y       20260101000170100000005000 0400000000000000   
0601FRB4Y       20260101000175100000005000 0400000000000000   
0601FRB4Y       20260101000180100000005000 0400000000000000   
0601FRB4Y       20260101000185100000005000 0400000000000000   
0601FRB4Y       20260101000190100000005000 0400000000000000   
0601FRB4Y       20260101000195100000005000 0400000000000000   
0601FRB4Y       20260101000200100000005000 0400000000000000   
0601FRB4Y       20260101000205100000005000 0400000000000000   
0601FRB4Y       20260101000210100000005000 0400000000000000   
0601FRB4Y       20260101000215100000005000 0400000000000000   
0601FRB4Y       20260101000220100000005000 0400000000000000   
0601FRB4Y       20260101000225100000005000 0400000000000000   
0601FRB4Y       20260101000230100000005000 0400000000000000   
0601FRB4Y       20260101000235100000005000 0400000000000000   
0601FRB4Y       20260101000240100000005000 0400000000000000   
0601FRB4Y       20260101000245100000005000 0400000000000000   
0601FRB4Y       20260101000250100000005000 0400000000000000   
0601FRB4Y       20260101000255100000005000 0400000000000000   
0601FRB4Y       20260101000260100000005000 0400000000000000   
0601FRB4Y       20260101000265100000005000 0400000000000000   
0601FRB4Y       20260101000270100000005000 0400000000000000   
0601FRB4Y       20260101000275100000005000 0400000000000000   
0601FRB4Y       20260101000280100000005000 0400000000000000   
0601FRB4Y       20260101000285100000005000 0400000000000000   
0601FRB4Y       20260101000290100000005000 0400000000000000   
0601FRB4Y       20260101000295100000005000 0400000000000000   
0601FRB4Y       20260101000300100000005000 0400000000000000   
0601FRB4Y       20260101000305100000005000 0400000000000000   
0601FRB4Y       20260101000310100000005000 0400000000000000   
0601FRB4Y       20260101000315100000005000 0400000000000000   
0601FRB4Y       20260101000320100000005000 0400000000000000   
0601FRB4Y       20260101000325100000005000 0400000000000000   
0601FRB4Y       20260101000330100000005000 0400000000000000   
0601FRB4Y       20260101000335100000005000 0400000000000000   
0601FRB4Y       20260101000340100000005000 0400000000000000   
0601FRB4Y       20260101000345100000005000 0400000000000000   
0601FRB4Y       20260101000350100000005000 0400000000000000   
0601FRB4Y       20260101000355100000005000 0400000000000000   
0601FRB4Y       20260101000360100000005000 0400000000000000   
0601FRB4Y       20260101000365100000005000 0400000000000000   
0601FRB4Y       20260101000370100000005000 0400000000000000   
0601FRB4Y       20260101000375100000005000 0400000000000000   
0601FRB4Y       20260101000380100000005000 0400000000000000   
0601FRB4Y       20260101000385100000005000 0400000000000000   
0601FRB4Y       20260101000390100000005000 0400000000000000   
0601FRB4Y       20260101000395100000005000 0400000000000000   
0601FRB4Y       20260101000400100000005000 0400000000000000   
0601FRB4Y       20260101000405100000005000 0400000000000000   
0601FRB4Y       20260101000410100000005000 0400000000000000   
0601FRB4Y       20260101000415100000005000 0400000000000000   
0601FRB4Y       20260101000420100000005000 0400000000000000   
0601FRB4Y       20260101000425100000005000 0400000000000000   
0601FRB4Y       20260101000430100000005000 0400000000000000   
0601FRB4Y       20260101000435100000005000 0400000000000000   
0601FRB4Y       20260101000440100000005000 0400000000000000   
0601FRB4Y       20260101000445100000005000 0400000000000000   
0601FRB4Y       20260101000450100000005000 0400000000000000   
0601FRB4Y       20260101000455100000005000 0400000000000000   
0601FRB4Y       20260101000460100000005000 0400000000000000   
0601FRB4Y       20260101000465100000005000 0400000000000000   
0601FRB4Y       20260101000470100000005000 0400000000000000   
0601FRB4Y       20260101000475100000005000 0400000000000000   
0601FRB4Y       20260101000480100000005000 0400000000000000   
0601FRB4Y       20260101000485100000005000 0400000000000000   
0601FRB4Y       20260101000490100000005000 0400000000000000   
0601FRB4Y       20260101000495100000005000 0400000000000000   
0601FRB4Y       20260101000500100000005000 0400000000000000   
0601FRB4Y       20260101000505100000005000 0400000000000000   
0601FRB4Y       20260101000510100000005000 0400000000000000   
0601FRB4Y       20260101000515100000005000 0400000000000000   
0601FRB4Y       20260101000520100000005000 0400000000000000   
0601FRB4Y       20260101000525100000005000 0400000000000000   
0601FRB4Y       20260101000530100000005000 0400000000000000   
0601FRB4Y       20260101000535100000005000 0400000000000000   
0601FRB4Y       20260101000540100000005000 0400000000000000   
0601FRB4Y       20260101000545100000005000 0400000000000000   
0601FRB4Y       20260101000550100000005000 0400000000000000   
0601FRB4Y       20260101000555100000005000 0400000000000000   
0601FRB4Y       20260101000560100000005000 0400000000000000   
0601FRB4Y       20260101000565100000005000 0400000000000000   
0601FRB4Y       20260101000570100000005000 0400000000000000   
0601FRB4Y       20260101000575100000005000 0400000000000000   
0601FRB4Y       20260101000580100000005000 0400000000000000   
0601FRB4Y       20260101000585100000005000 0400000000000000   
0601FRB4Y       20260101000590100000005000 0400000000000014   
0601FRB4Y       20260101000595100000005000 0400000000000015   
0601FRB4Y       20260101000600100000005000 0400000000000016   
0601FRB4Y       20260101000605100000005000 0400000000000017   
0601FRB4Y       20260101000610100000005000 0400000000000018   
0601FRB4Y       20260101000615100000005000 0400000000000019   
0601FRB4Y       20260101000620100000005000 0400000000000020   
0601FRB4Y       20260101000625100000005000 0400000000000021   
