00FR               20251118                                                                                   
0601FRP8Y       20260101003280100000005000 0800000000000450   
0601FRP8Y       20260101003285100000005000 0800000000000450   
0601FRP8Y       20260101003290100000005000 0800000000000450   
0601FRP8Y       20260101003295100000005000 0800000000000450   
0601FRP8Y       20260101003300100000005000 0800000000000450   
0601FRP8Y       20260101003305100000005000 0800000000000450   
0601FRP8Y       20260101003310100000005000 0800000000000450   
0601FRP8Y       20260101003315100000005000 0800000000000450   
0601FRP8Y       20260101003320100000005000 0800000000000450   
0601FRP8Y       20260101003325100000005000 0800000000000450   
0601FRP8Y       20260101003330100000005000 0800000000000450   
0601FRP8Y       20260101003335100000005000 0800000000000450   
0601FRP8Y       20260101003340100000005000 0800000000000450   
0601FRP8Y       20260101003345100000005000 0800000000000450   
0601FRP8Y       20260101003350100000005000 0800000000000450   
0601FRP8Y       20260101003355100000005000 0800000000000450   
0601FRP8Y       20260101003360100000005000 0800000000000450   
0601FRP8Y       20260101003365100000005000 0800000000000450   
0601FRP8Y       20260101003370100000005000 0800000000000450   
0601FRP8Y       20260101003375100000005000 0800000000000450   
0601FRP8Y       20260101003380100000005000 0800000000000450   
0601FRP8Y       20260101003385100000005000 0800000000000450   
0601FRP8Y       20260101003390100000005000 0800000000000450   
0601FRP8Y       20260101003395100000005000 0800000000000450   
0601FRP8Y       20260101003400100000005000 0800000000000450   
0601FRP8Y       20260101003405100000005000 0800000000000450   
0601FRP8Y       20260101003410100000005000 0800000000000450   
0601FRP8Y       20260101003415100000005000 0800000000000450   
0601FRP8Y       20260101003420100000005000 0800000000000450   
0601FRP8Y       20260101003425100000005000 0800000000000450   
0601FRP8Y       20260101003430100000005000 0800000000000450   
0601FRP8Y       20260101003435100000005000 0800000000000450   
0601FRP8Y       20260101003440100000005000 0800000000000450   
0601FRP8Y       20260101003445100000005000 0800000000000450   
0601FRP8Y       20260101003450100000005000 0800000000000450   
0601FRP8Y       20260101003455100000005000 0800000000000450   
0601FRP8Y       20260101003460100000005000 0800000000000450   
0601FRP8Y       20260101003465100000005000 0800000000000450   
0601FRP8Y       20260101003470100000005000 0800000000000450   
0601FRP8Y       20260101003475100000005000 0800000000000450   
0601FRP8Y       20260101003480100000005000 0800000000000450   
0601FRP8Y       20260101003485100000005000 0800000000000450   
0601FRP8Y       20260101003490100000005000 0800000000000450   
0601FRP8Y       20260101003495100000005000 0800000000000450   
0601FRP8Y       20260101003500100000005000 0800000000000450   
0601FRP8Y       20260101003505100000005000 0800000000000450   
0601FRP8Y       20260101003510100000005000 0800000000000450   
0601FRP8Y       20260101003515100000005000 0800000000000450   
0601FRP8Y       20260101003520100000005000 0800000000000450   
0601FRP8Y       20260101003525100000005000 0800000000000450   
0601FRP8Y       20260101003530100000005000 0800000000000450   
0601FRP8Y       20260101003535100000005000 0800000000000450   
0601FRP8Y       20260101003540100000005000 0800000000000450   
0601FRP8Y       20260101003545100000005000 0800000000000450   
0601FRP8Y       20260101003550100000005000 0800000000000450   
0601FRP8Y       20260101003555100000005000 0800000000000450   
0601FRP8Y       20260101003560100000005000 0800000000000450   
0601FRP8Y       20260101003565100000005000 0800000000000450   
0601FRP8Y       20260101003570100000005000 0800000000000450   
0601FRP8Y       20260101003575100000005000 0800000000000450   
0601FRP8Y       20260101003580100000005000 0800000000000450   
0601FRP8Y       20260101003585100000005000 0800000000000450   
0601FRP8Y       20260101003590100000005000 0800000000000450   
0601FRP8Y       20260101003595100000005000 0800000000000450   
0601FRP8Y       20260101003600100000005000 0800000000000450   
0601FRP8Y       20260101003605100000005000 0800000000000450   
0601FRP8Y       20260101003610100000005000 0800000000000450   
0601FRP8Y       20260101003615100000005000 0800000000000450   
0601FRP8Y       20260101003620100000005000 0800000000000450   
0601FRP8Y       20260101003625100000005000 0800000000000450   
0601FRP8Y       20260101003630100000005000 0800000000000450   
0601FRP8Y       20260101003635100000005000 0800000000000450   
0601FRP8Y       20260101003640100000005000 0800000000000450   
0601FRP8Y       20260101003645100000005000 0800000000000450   
0601FRP8Y       20260101003650100000005000 0800000000000450   
0601FRP8Y       20260101003655100000005000 0800000000000450   
0601FRP8Y       20260101003660100000005000 0800000000000450   
0601FRP8Y       20260101003665100000005000 0800000000000450   
0601FRP8Y       20260101003670100000005000 0800000000000450   
0601FRP8Y       20260101003675100000005000 0800000000000450   
0601FRP8Y       20260101003680100000005000 0800000000000450   
0601FRP8Y       20260101003685100000005000 0800000000000450   
0601FRP8Y       20260101003690100000005000 0800000000000450   
0601FRP8Y       20260101003695100000005000 0800000000000450   
0601FRP8Y       20260101003700100000005000 0800000000000450   
0601FRP8Y       20260101003705100000005000 0800000000000450   
0601FRP8Y       20260101003710100000005000 0800000000000450   
0601FRP8Y       20260101003715100000005000 0800000000000450   
0601FRP8Y       20260101003720100000005000 0800000000000450   
0601FRP8Y       20260101003725100000005000 0800000000000450   
0601FRP8Y       20260101003730100000005000 0800000000000450   
0601FRP8Y       20260101003735100000005000 0800000000000450   
0601FRP8Y       20260101003740100000005000 0800000000000450   
0601FRP8Y       20260101003745100000005000 0800000000000450   
0601FRP8Y       20260101003750100000005000 0800000000000450   
0601FRP8Y       20260101003755100000005000 0800000000000450   
0601FRP8Y       20260101003760100000005000 0800000000000450   
0601FRP8Y       20260101003765100000005000 0800000000000450   
0601FRP8Y       20260101003770100000005000 0800000000000450   
0601FRP8Y       20260101003775100000005000 0800000000000450   
0601FRP8Y       20260101003780100000005000 0800000000000450   
0601FRP8Y       20260101003785100000005000 0800000000000450   
0601FRP8Y       20260101003790100000005000 0800000000000450   
0601FRP8Y       20260101003795100000005000 0800000000000450   
0601FRP8Y       20260101003800100000005000 0800000000000450   
0601FRP8Y       20260101003805100000005000 0800000000000450   
0601FRP8Y       20260101003810100000005000 0800000000000450   
0601FRP8Y       20260101003815100000005000 0800000000000450   
0601FRP8Y       20260101003820100000005000 0800000000000450   
0601FRP8Y       20260101003825100000005000 0800000000000450   
0601FRP8Y       20260101003830100000005000 0800000000000450   
0601FRP8Y       20260101003835100000005000 0800000000000450   
0601FRP8Y       20260101003840100000005000 0800000000000450   
0601FRP8Y       20260101003845100000005000 0800000000000450   
0601FRP8Y       20260101003850100000005000 0800000000000450   
0601FRP8Y       20260101003855100000005000 0800000000000450   
0601FRP8Y       20260101003860100000005000 0800000000000450   
0601FRP8Y       20260101003865100000005000 0800000000000450   
0601FRP8Y       20260101003870100000005000 0800000000000450   
0601FRP8Y       20260101003875100000005000 0800000000000450   
0601FRP8Y       20260101003880100000005000 0800000000000450   
0601FRP8Y       20260101003885100000005000 0800000000000450   
0601FRP8Y       20260101003890100000005000 0800000000000450   
0601FRP8Y       20260101003895100000005000 0800000000000450   
0601FRP8Y       20260101003900100000005000 0800000000000450   
0601FRP8Y       20260101003905100000005000 0800000000000450   
0601FRP8Y       20260101003910100000005000 0800000000000450   
0601FRP8Y       20260101003915100000005000 0800000000000450   
0601FRP8Y       20260101003920100000005000 0800000000000450   
0601FRP8Y       20260101003925100000005000 0800000000000450   
0601FRP8Y       20260101003930100000005000 0800000000000450   
0601FRP8Y       20260101003935100000005000 0800000000000450   
0601FRP8Y       20260101003940100000005000 0800000000000450   
0601FRP8Y       20260101003945100000005000 0800000000000450   
0601FRP8Y       20260101003950100000005000 0800000000000450   
0601FRP8Y       20260101003955100000005000 0800000000000450   
0601FRP8Y       20260101003960100000005000 0800000000000450   
0601FRP8Y       20260101003965100000005000 0800000000000450   
0601FRP8Y       20260101003970100000005000 0800000000000450   
0601FRP8Y       20260101003975100000005000 0800000000000450   
0601FRP8Y       20260101003980100000005000 0800000000000450   
0601FRP8Y       20260101003985100000005000 0800000000000450   
0601FRP8Y       20260101003990100000005000 0800000000000450   
0601FRP8Y       20260101003995100000005000 0800000000000450   
0601FRP8Y       20260101004000100000005000 0800000000000450   
0601FRP8Y       20260101004005100000005000 0800000000000450   
0601FRP8Y       20260101004010100000005000 0800000000000450   
0601FRP8Y       20260101004015100000005000 0800000000000450   
0601FRP8Y       20260101004020100000005000 0800000000000450   
0601FRP8Y       20260101004025100000005000 0800000000000450   
0601FRP8Y       20260101004030100000005000 0800000000000450   
0601FRP8Y       20260101004035100000005000 0800000000000450   
0601FRP8Y       20260101004040100000005000 0800000000000450   
0601FRP8Y       20260101004045100000005000 0800000000000450   
0601FRP8Y       20260101004050100000005000 0800000000000450   
0601FRP8Y       20260101004055100000005000 0800000000000450   
0601FRP8Y       20260101004060100000005000 0800000000000450   
0601FRP8Y       20260101004065100000005000 0800000000000450   
0601FRP8Y       20260101004070100000005000 0800000000000450   
0601FRP8Y       20260101004075100000005000 0800000000000450   
0601FRP8Y       20260101004080100000005000 0800000000000450   
0601FRP8Y       20260101004085100000005000 0800000000000450   
0601FRP8Y       20260101004090100000005000 0800000000000450   
0601FRP8Y       20260101004095100000005000 0800000000000450   
0601FRP8Y       20260101004100100000005000 0800000000000450   
0601FRP8Y       20260101004105100000005000 0800000000000450   
0601FRP8Y       20260101004110100000005000 0800000000000450   
0601FRP8Y       20260101004115100000005000 0800000000000450   
0601FRP8Y       20260101004120100000005000 0800000000000450   
0601FRP8Y       20260101004125100000005000 0800000000000450   
0601FRP8Y       20260101004130100000005000 0800000000000450   
0601FRP8Y       20260101004135100000005000 0800000000000450   
0601FRP8Y       20260101004140100000005000 0800000000000450   
0601FRP8Y       20260101004145100000005000 0800000000000450   
0601FRP8Y       20260101004150100000005000 0800000000000450   
0601FRP8Y       20260101004155100000005000 0800000000000450   
0601FRP8Y       20260101004160100000005000 0800000000000450   
0601FRP8Y       20260101004165100000005000 0800000000000450   
0601FRP8Y       20260101004170100000005000 0800000000000450   
0601FRP8Y       20260101004175100000005000 0800000000000450   
0601FRP8Y       20260101004180100000005000 0800000000000450   
0601FRP8Y       20260101004185100000005000 0800000000000450   
0601FRP8Y       20260101004190100000005000 0800000000000450   
0601FRP8Y       20260101004195100000005000 0800000000000450   
0601FRP8Y       20260101004200100000005000 0800000000000450   
0601FRP8Y       20260101004205100000005000 0800000000000450   
0601FRP8Y       20260101004210100000005000 0800000000000450   
0601FRP8Y       20260101004215100000005000 0800000000000450   
0601FRP8Y       20260101004220100000005000 0800000000000450   
0601FRP8Y       20260101004225100000005000 0800000000000450   
0601FRP8Y       20260101004230100000005000 0800000000000450   
0601FRP8Y       20260101004235100000005000 0800000000000450   
0601FRP8Y       20260101004240100000005000 0800000000000450   
0601FRP8Y       20260101004245100000005000 0800000000000450   
0601FRP8Y       20260101004250100000005000 0800000000000450   
0601FRP8Y       20260101004255100000005000 0800000000000450   
0601FRP8Y       20260101004260100000005000 0800000000000450   
0601FRP8Y       20260101004265100000005000 0800000000000450   
0601FRP8Y       20260101004270100000005000 0800000000000450   
0601FRP8Y       20260101004275100000005000 0800000000000450   
0601FRP8Y       20260101004280100000005000 0800000000000450   
0601FRP8Y       20260101004285100000005000 0800000000000450   
0601FRP8Y       20260101004290100000005000 0800000000000450   
0601FRP8Y       20260101004295100000005000 0800000000000450   
0601FRP8Y       20260101004300100000005000 0800000000000450   
0601FRP8Y       20260101004305100000005000 0800000000000450   
0601FRP8Y       20260101004310100000005000 0800000000000450   
0601FRP8Y       20260101004315100000005000 0800000000000450   
0601FRP8Y       20260101004320100000005000 0800000000000450   
0601FRP8Y       20260101004325100000005000 0800000000000450   
0601FRP8Y       20260101004330100000005000 0800000000000450   
0601FRP8Y       20260101004335100000005000 0800000000000450   
0601FRP8Y       20260101004340100000005000 0800000000000450   
0601FRP8Y       20260101004345100000005000 0800000000000450   
0601FRP8Y       20260101004350100000005000 0800000000000450   
0601FRP8Y       20260101004355100000005000 0800000000000450   
0601FRP8Y       20260101004360100000005000 0800000000000450   
0601FRP8Y       20260101004365100000005000 0800000000000450   
0601FRP8Y       20260101004370100000005000 0800000000000450   
0601FRP8Y       20260101004375100000005000 0800000000000450   
0601FRP8Y       20260101004380100000005000 0800000000000450   
0601FRP8Y       20260101004385100000005000 0800000000000450   
0601FRP8Y       20260101004390100000005000 0800000000000450   
0601FRP8Y       20260101004395100000005000 0800000000000450   
0601FRP8Y       20260101004400100000005000 0800000000000450   
0601FRP8Y       20260101004405100000005000 0800000000000450   
0601FRP8Y       20260101004410100000005000 0800000000000450   
0601FRP8Y       20260101004415100000005000 0800000000000450   
0601FRP8Y       20260101004420100000005000 0800000000000450   
0601FRP8Y       20260101004425100000005000 0800000000000450   
0601FRP8Y       20260101004430100000005000 0800000000000450   
0601FRP8Y       20260101004435100000005000 0800000000000450   
0601FRP8Y       20260101004440100000005000 0800000000000450   
0601FRP8Y       20260101004445100000005000 0800000000000450   
0601FRP8Y       20260101004450100000005000 0800000000000450   
0601FRP8Y       20260101004455100000005000 0800000000000450   
0601FRP8Y       20260101004460100000005000 0800000000000450   
0601FRP8Y       20260101004465100000005000 0800000000000450   
0601FRP8Y       20260101004470100000005000 0800000000000450   
0601FRP8Y       20260101004475100000005000 0800000000000450   
0601FRP8Y       20260101004480100000005000 0800000000000450   
0601FRP8Y       20260101004485100000005000 0800000000000450   
0601FRP8Y       20260101004490100000005000 0800000000000450   
0601FRP8Y       20260101004495100000005000 0800000000000450   
0601FRP8Y       20260101004500100000005000 0800000000000450   
0601FRP8Y       20260101004505100000005000 0800000000000450   
0601FRP8Y       20260101004510100000005000 0800000000000450   
0601FRP8Y       20260101004515100000005000 0800000000000450   
0601FRP8Y       20260101004520100000005000 0800000000000450   
0601FRP8Y       20260101004525100000005000 0800000000000450   
0601FRP8Y       20260101004530100000005000 0800000000000450   
0601FRP8Y       20260101004535100000005000 0800000000000450   
0601FRP8Y       20260101004540100000005000 0800000000000450   
0601FRP8Y       20260101004545100000005000 0800000000000450   
0601FRP8Y       20260101004550100000005000 0800000000000450   
0601FRP8Y       20260101004555100000005000 0800000000000450   
0601FRP8Y       20260101004560100000005000 0800000000000450   
0601FRP8Y       20260101004565100000005000 0800000000000450   
0601FRP8Y       20260101004570100000005000 0800000000000450   
0601FRP8Y       20260101004575100000005000 0800000000000450   
0601FRP8Y       20260101004580100000005000 0800000000000450   
0601FRP8Y       20260101004585100000005000 0800000000000450   
0601FRP8Y       20260101004590100000005000 0800000000000450   
0601FRP8Y       20260101004595100000005000 0800000000000450   
0601FRP8Y       20260101004600100000005000 0800000000000450   
0601FRP8Y       20260101004605100000005000 0800000000000450   
0601FRP8Y       20260101004610100000005000 0800000000000450   
0601FRP8Y       20260101004615100000005000 0800000000000450   
0601FRP8Y       20260101004620100000005000 0800000000000450   
0601FRP8Y       20260101004625100000005000 0800000000000450   
0601FRP8Y       20260101004630100000005000 0800000000000450   
0601FRP8Y       20260101004635100000005000 0800000000000450   
0601FRP8Y       20260101004640100000005000 0800000000000450   
0601FRP8Y       20260101004645100000005000 0800000000000450   
0601FRP8Y       20260101004650100000005000 0800000000000450   
0601FRP8Y       20260101004655100000005000 0800000000000450   
0601FRP8Y       20260101004660100000005000 0800000000000450   
0601FRP8Y       20260101004665100000005000 0800000000000450   
0601FRP8Y       20260101004670100000005000 0800000000000450   
0601FRP8Y       20260101004675100000005000 0800000000000450   
0601FRP8Y       20260101004680100000005000 0800000000000450   
0601FRP8Y       20260101004685100000005000 0800000000000450   
0601FRP8Y       20260101004690100000005000 0800000000000450   
0601FRP8Y       20260101004695100000005000 0800000000000450   
0601FRP8Y       20260101004700100000005000 0800000000000450   
0601FRP8Y       20260101004705100000005000 0800000000000450   
0601FRP8Y       20260101004710100000005000 0800000000000450   
0601FRP8Y       20260101004715100000005000 0800000000000450   
0601FRP8Y       20260101004720100000005000 0800000000000450   
0601FRP8Y       20260101004725100000005000 0800000000000450   
0601FRP8Y       20260101004730100000005000 0800000000000450   
0601FRP8Y       20260101004735100000005000 0800000000000450   
0601FRP8Y       20260101004740100000005000 0800000000000450   
0601FRP8Y       20260101004745100000005000 0800000000000450   
0601FRP8Y       20260101004750100000005000 0800000000000450   
0601FRP8Y       20260101004755100000005000 0800000000000450   
0601FRP8Y       20260101004760100000005000 0800000000000450   
0601FRP8Y       20260101004765100000005000 0800000000000450   
0601FRP8Y       20260101004770100000005000 0800000000000450   
0601FRP8Y       20260101004775100000005000 0800000000000450   
0601FRP8Y       20260101004780100000005000 0800000000000450   
0601FRP8Y       20260101004785100000005000 0800000000000450   
0601FRP8Y       20260101004790100000005000 0800000000000450   
0601FRP8Y       20260101004795100000005000 0800000000000450   
0601FRP8Y       20260101004800100000005000 0800000000000450   
0601FRP8Y       20260101004805100000005000 0800000000000450   
0601FRP8Y       20260101004810100000005000 0800000000000450   
0601FRP8Y       20260101004815100000005000 0800000000000450   
0601FRP8Y       20260101004820100000005000 0800000000000450   
0601FRP8Y       20260101004825100000005000 0800000000000450   
0601FRP8Y       20260101004830100000005000 0800000000000450   
0601FRP8Y       20260101004835100000005000 0800000000000450   
0601FRP8Y       20260101004840100000005000 0800000000000450   
0601FRP8Y       20260101004845100000005000 0800000000000450   
0601FRP8Y       20260101004850100000005000 0800000000000450   
0601FRP8Y       20260101004855100000005000 0800000000000450   
0601FRP8Y       20260101004860100000005000 0800000000000450   
0601FRP8Y       20260101004865100000005000 0800000000000450   
0601FRP8Y       20260101004870100000005000 0800000000000450   
0601FRP8Y       20260101004875100000005000 0800000000000450   
0601FRP8Y       20260101004880100000005000 0800000000000450   
0601FRP8Y       20260101004885100000005000 0800000000000450   
0601FRP8Y       20260101004890100000005000 0800000000000450   
0601FRP8Y       20260101004895100000005000 0800000000000450   
0601FRP8Y       20260101004900100000005000 0800000000000450   
0601FRP8Y       20260101004905100000005000 0800000000000450   
0601FRP8Y       20260101004910100000005000 0800000000000450   
0601FRP8Y       20260101004915100000005000 0800000000000450   
0601FRP8Y       20260101004920100000005000 0800000000000450   
0601FRP8Y       20260101004925100000005000 0800000000000450   
0601FRP8Y       20260101004930100000005000 0800000000000450   
0601FRP8Y       20260101004935100000005000 0800000000000450   
0601FRP8Y       20260101004940100000005000 0800000000000450   
0601FRP8Y       20260101004945100000005000 0800000000000450   
0601FRP8Y       20260101004950100000005000 0800000000000450   
0601FRP8Y       20260101004955100000005000 0800000000000450   
0601FRP8Y       20260101004960100000005000 0800000000000450   
0601FRP8Y       20260101004965100000005000 0800000000000450   
0601FRP8Y       20260101004970100000005000 0800000000000450   
0601FRP8Y       20260101004975100000005000 0800000000000450   
0601FRP8Y       20260101004980100000005000 0800000000000450   
0601FRP8Y       20260101004985100000005000 0800000000000450   
0601FRP8Y       20260101004990100000005000 0800000000000450   
0601FRP8Y       20260101004995100000005000 0800000000000450   
0601FRP8Y       20260101005000100000005000 0800000000000450   
0601FRP8Y       20260101005005100000005000 0800000000000450   
0601FRP8Y       20260101005010100000005000 0800000000000450   
0601FRP8Y       20260101005015100000005000 0800000000000450   
0601FRP8Y       20260101005020100000005000 0800000000000450   
0601FRP8Y       20260101005025100000005000 0800000000000450   
0601FRP8Y       20260101005030100000005000 0800000000000450   
0601FRP8Y       20260101005035100000005000 0800000000000450   
0601FRP8Y       20260101005040100000005000 0800000000000450   
0601FRP8Y       20260101005045100000005000 0800000000000450   
0601FRP8Y       20260101005050100000005000 0800000000000450   
0601FRP8Y       20260101005055100000005000 0800000000000450   
0601FRP8Y       20260101005060100000005000 0800000000000450   
0601FRP8Y       20260101005065100000005000 0800000000000450   
0601FRP8Y       20260101005070100000005000 0800000000000450   
0601FRP8Y       20260101005075100000005000 0800000000000450   
0601FRP8Y       20260101005080100000005000 0800000000000450   
0601FRP8Y       20260101005085100000005000 0800000000000450   
0601FRP8Y       20260101005090100000005000 0800000000000450   
0601FRP8Y       20260101005095100000005000 0800000000000450   
0601FRP8Y       20260101005100100000005000 0800000000000450   
0601FRP8Y       20260101005105100000005000 0800000000000450   
0601FRP8Y       20260101005110100000005000 0800000000000450   
0601FRP8Y       20260101005115100000005000 0800000000000450   
0601FRP8Y       20260101005120100000005000 0800000000000450   
0601FRP8Y       20260101005125100000005000 0800000000000450   
0601FRP8Y       20260101005130100000005000 0800000000000450   
0601FRP8Y       20260101005135100000005000 0800000000000450   
0601FRP8Y       20260101005140100000005000 0800000000000450   
0601FRP8Y       20260101005145100000005000 0800000000000450   
0601FRP8Y       20260101005150100000005000 0800000000000450   
0601FRP8Y       20260101005155100000005000 0800000000000450   
0601FRP8Y       20260101005160100000005000 0800000000000450   
0601FRP8Y       20260101005165100000005000 0800000000000450   
0601FRP8Y       20260101005170100000005000 0800000000000450   
0601FRP8Y       20260101005175100000005000 0800000000000450   
0601FRP8Y       20260101005180100000005000 0800000000000450   
0601FRP8Y       20260101005185100000005000 0800000000000450   
0601FRP8Y       20260101005190100000005000 0800000000000450   
0601FRP8Y       20260101005195100000005000 0800000000000450   
0601FRP8Y       20260101005200100000005000 0800000000000450   
0601FRP8Y       20260101005205100000005000 0800000000000450   
0601FRP8Y       20260101005210100000005000 0800000000000450   
0601FRP8Y       20260101005215100000005000 0800000000000450   
0601FRP8Y       20260101005220100000005000 0800000000000450   
0601FRP8Y       20260101005225100000005000 0800000000000450   
0601FRP8Y       20260101005230100000005000 0800000000000450   
0601FRP8Y       20260101005235100000005000 0800000000000450   
0601FRP8Y       20260101005240100000005000 0800000000000450   
0601FRP8Y       20260101005245100000005000 0800000000000450   
0601FRP8Y       20260101005250100000005000 0800000000000450   
0601FRP8Y       20260101005255100000005000 0800000000000450   
0601FRP8Y       20260101005260100000005000 0800000000000450   
0601FRP8Y       20260101005265100000005000 0800000000000450   
0601FRP8Y       20260101005270100000005000 0800000000000450   
0601FRP8Y       20260101005275100000005000 0800000000000450   
0601FRP8Y       20260101005280100000005000 0800000000000450   
0601FRP8Y       20260101005285100000005000 0800000000000450   
0601FRP8Y       20260101005290100000005000 0800000000000450   
0601FRP8Y       20260101005295100000005000 0800000000000450   
0601FRP8Y       20260101005300100000005000 0800000000000450   
0601FRP8Y       20260101005305100000005000 0800000000000450   
0601FRP8Y       20260101005310100000005000 0800000000000450   
0601FRP8Y       20260101005315100000005000 0800000000000450   
0601FRP8Y       20260101005320100000005000 0800000000000450   
0601FRP8Y       20260101005325100000005000 0800000000000450   
0601FRP8Y       20260101005330100000005000 0800000000000450   
0601FRP8Y       20260101005335100000005000 0800000000000450   
0601FRP8Y       20260101005340100000005000 0800000000000450   
0601FRP8Y       20260101005345100000005000 0800000000000450   
0601FRP8Y       20260101005350100000005000 0800000000000450   
0601FRP8Y       20260101005355100000005000 0800000000000450   
0601FRP8Y       20260101005360100000005000 0800000000000450   
0601FRP8Y       20260101005365100000005000 0800000000000450   
0601FRP8Y       20260101005370100000005000 0800000000000450   
0601FRP8Y       20260101005375100000005000 0800000000000450   
0601FRP8Y       20260101005380100000005000 0800000000000450   
0601FRP8Y       20260101005385100000005000 0800000000000450   
0601FRP8Y       20260101005390100000005000 0800000000000450   
0601FRP8Y       20260101005395100000005000 0800000000000450   
0601FRP8Y       20260101005400100000005000 0800000000000450   
0601FRP8Y       20260101005405100000005000 0800000000000450   
0601FRP8Y       20260101005410100000005000 0800000000000450   
0601FRP8Y       20260101005415100000005000 0800000000000450   
0601FRP8Y       20260101005420100000005000 0800000000000450   
0601FRP8Y       20260101005425100000005000 0800000000000450   
0601FRP8Y       20260101005430100000005000 0800000000000450   
0601FRP8Y       20260101005435100000005000 0800000000000450   
0601FRP8Y       20260101005440100000005000 0800000000000450   
0601FRP8Y       20260101005445100000005000 0800000000000450   
0601FRP8Y       20260101005450100000005000 0800000000000450   
0601FRP8Y       20260101005455100000005000 0800000000000450   
0601FRP8Y       20260101005460100000005000 0800000000000450   
0601FRP8Y       20260101005465100000005000 0800000000000450   
0601FRP8Y       20260101005470100000005000 0800000000000450   
0601FRP8Y       20260101005475100000005000 0800000000000450   
0601FRP8Y       20260101005480100000005000 0800000000000450   
0601FRP8Y       20260101005485100000005000 0800000000000450   
0601FRP8Y       20260101005490100000005000 0800000000000450   
0601FRP8Y       20260101005495100000005000 0800000000000450   
0601FRP8Y       20260101005500100000005000 0800000000000450   
0601FRP8Y       20260101005505100000005000 0800000000000450   
0601FRP8Y       20260101005510100000005000 0800000000000450   
0601FRP8Y       20260101005515100000005000 0800000000000450   
0601FRP8Y       20260101005520100000005000 0800000000000450   
0601FRP8Y       20260101005525100000005000 0800000000000450   
0601FRP8Y       20260101005530100000005000 0800000000000450   
0601FRP8Y       20260101005535100000005000 0800000000000450   
0601FRP8Y       20260101005540100000005000 0800000000000450   
0601FRP8Y       20260101005545100000005000 0800000000000450   
0601FRP8Y       20260101005550100000005000 0800000000000450   
0601FRP8Y       20260101005555100000005000 0800000000000450   
0601FRP8Y       20260101005560100000005000 0800000000000450   
0601FRP8Y       20260101005565100000005000 0800000000000450   
0601FRP8Y       20260101005570100000005000 0800000000000450   
0601FRP8Y       20260101005575100000005000 0800000000000450   
0601FRP8Y       20260101005580100000005000 0800000000000450   
0601FRP8Y       20260101005585100000005000 0800000000000450   
0601FRP8Y       20260101005590100000005000 0800000000000450   
0601FRP8Y       20260101005595100000005000 0800000000000450   
0601FRP8Y       20260101005600100000005000 0800000000000450   
0601FRP8Y       20260101005605100000005000 0800000000000450   
0601FRP8Y       20260101005610100000005000 0800000000000450   
0601FRP8Y       20260101005615100000005000 0800000000000450   
0601FRP8Y       20260101005620100000005000 0800000000000450   
0601FRP8Y       20260101005625100000005000 0800000000000450   
0601FRP8Y       20260101005630100000005000 0800000000000450   
0601FRP8Y       20260101005635100000005000 0800000000000450   
0601FRP8Y       20260101005640100000005000 0800000000000450   
0601FRP8Y       20260101005645100000005000 0800000000000450   
0601FRP8Y       20260101005650100000005000 0800000000000450   
0601FRP8Y       20260101005655100000005000 0800000000000450   
0601FRP8Y       20260101005660100000005000 0800000000000450   
0601FRP8Y       20260101005665100000005000 0800000000000450   
0601FRP8Y       20260101005670100000005000 0800000000000450   
0601FRP8Y       20260101005675100000005000 0800000000000450   
0601FRP8Y       20260101005680100000005000 0800000000000450   
0601FRP8Y       20260101005685100000005000 0800000000000450   
0601FRP8Y       20260101005690100000005000 0800000000000450   
0601FRP8Y       20260101005695100000005000 0800000000000450   
0601FRP8Y       20260101005700100000005000 0800000000000450   
0601FRP8Y       20260101005705100000005000 0800000000000450   
0601FRP8Y       20260101005710100000005000 0800000000000450   
0601FRP8Y       20260101005715100000005000 0800000000000450   
0601FRP8Y       20260101005720100000005000 0800000000000450   
0601FRP8Y       20260101005725100000005000 0800000000000450   
0601FRP8Y       20260101005730100000005000 0800000000000450   
0601FRP8Y       20260101005735100000005000 0800000000000450   
0601FRP8Y       20260101005740100000005000 0800000000000450   
0601FRP8Y       20260101005745100000005000 0800000000000450   
0601FRP8Y       20260101005750100000005000 0800000000000450   
0601FRP8Y       20260101005755100000005000 0800000000000450   
0601FRP8Y       20260101005760100000005000 0800000000000450   
0601FRP8Y       20260101005765100000005000 0800000000000450   
0601FRP8Y       20260101005770100000005000 0800000000000450   
0601FRP8Y       20260101005775100000005000 0800000000000450   
0601FRP8Y       20260101005780100000005000 0800000000000450   
0601FRP8Y       20260101005785100000005000 0800000000000450   
0601FRP8Y       20260101005790100000005000 0800000000000450   
0601FRP8Y       20260101005795100000005000 0800000000000450   
0601FRP8Y       20260101005800100000005000 0800000000000450   
0601FRP8Y       20260101005805100000005000 0800000000000450   
0601FRP8Y       20260101005810100000005000 0800000000000450   
0601FRP8Y       20260101005815100000005000 0800000000000450   
0601FRP8Y       20260101005820100000005000 0800000000000450   
0601FRP8Y       20260101005825100000005000 0800000000000450   
0601FRP8Y       20260101005830100000005000 0800000000000450   
0601FRP8Y       20260101005835100000005000 0800000000000450   
0601FRP8Y       20260101005840100000005000 0800000000000450   
0601FRP8Y       20260101005845100000005000 0800000000000450   
0601FRP8Y       20260101005850100000005000 0800000000000450   
0601FRP8Y       20260101005855100000005000 0800000000000450   
0601FRP8Y       20260101005860100000005000 0800000000000450   
0601FRP8Y       20260101005865100000005000 0800000000000450   
